"","x"
"1",6.22733477111577
"2",1.03288585133024
"3",0.150098315671512
"4",0.719948316447661
"5",2.20086018676485
"6",0.460417856676104
"7",0.634776248950338
"8",1.4468779499033
"9",0.374547657477983
"10",1.94778744522567
"11",0.0781558439043061
"12",0.151669111998307
"13",0.326725635973338
"14",0.0909840139064644
"15",0.0924849970631795
"16",6.22558944186377
"17",0.0474380490692059
"18",6.13657765001206
"19",6.2796946486756
"20",6.16624824729597
"21",6.23606141737574
"22",6.02138591938044
"23",6.13832297926406
"24",6.25351470989568
"25",0.00788888821901437
"26",5.37735942539453
"27",5.30056493830678
"28",5.62519617917772
"29",0.767595805027106
"30",1.33517687777566
"31",6.14181363776804
"32",0.22165681500328
"33",6.23257075887175
"34",2.33175988066442
"35",3.61283155162826
"36",0.492008316137201
"37",6.1243603452481
"38",0.0145385926691128
"39",0.00218166156499291
"40",0.459370659124907
"41",0.22165681500328
"42",0.532150888933071
"43",0.453611072593326
"44",2.87979326579064
"45",0.865334243138789
"46",0.141895268187139
"47",0.115244090509186
"48",0.057246799465414
"49",0.0992743278534375
"50",0.894132175796695
"51",6.13657765001206
"52",0.095713856179369
"53",6.14181363776804
"54",0.148527519344717
"55",5.91666616426078
"56",0.130899693899575
"57",1.06849056807093
"58",0.801280659590597
"59",2.71922297460716
"60",2.155481626213
"61",0.664097780383842
"62",0.808436509523774
"63",0.0629714794119554
"64",0.0783652834145454
"65",0.112102497855596
"66",0.198793001802154
"67",0.0368962603871601
"68",0.110200088970922
"69",6.07374579694027
"70",0.339117473662498
"71",0.0910887336615841
"72",0.0546811654649823
"73",0.204203522483337
"74",5.95506340780465
"75",0.0636172512351933
"76",0.525693170700692
"77",6.23257075887175
"78",0.260403124397554
"79",0.0100181899064475
"80",0.025865779514556
"81",0.114231799543029
"82",0.836536310480882
"83",1.49400183970715
"84",0.442266432455363
"85",1.58824961931484
"86",0.385194165915148
"87",0.0177325452002624
"88",0.201410995680146
"89",0.678584013175395
"90",6.24304273438372
"91",0.780685774417064
"92",0.612086968674411
"93",0.232826922216044
"94",0.0185179433636598
"95",0.128805298797181
"96",0.597600735882858
"97",0.162839219211071
"98",0.462512251778497
"99",0.0901637091580271
"100",0.96045468737248
"101",0.838630705583275
"102",0.382750704962357
"103",0.0747175452778772
"104",6.07200046768827
"105",1.55508836352695
"106",0.141371669411541
"107",0.0315031929984976
"108",5.64963078870564
"109",2.14850030920502
"110",1.03044239037745
"111",0.503352956275165
"112",0.73548174679041
"113",0.00630063859969953
"114",6.11388836973614
"115",6.08770843095622
"116",0.746826386928374
"117",0.813323431429358
"118",1.97571271325758
"119",2.40680903850018
"120",1.70518667919846
"121",5.36165146212658
"122",5.48207918051419
"123",5.45066325397829
"124",5.58505360638185
"125",5.31627290157473
"126",5.2953289505508
"127",5.65661210571362
"128",5.55014702134197
"129",5.81369173839311
"130",6.22035345410779
"131",0.172962128872638
"132",0.0386241363466345
"133",0.226369203983665
"134",0.409977841293468
"135",0.014154620233674
"136",6.23780674662773
"137",6.15228561328001
"138",0.546113522949026
"139",0.205250720034533
"140",6.17148423505195
"141",1.5690509975429
"142",2.41553568476015
"143",2.13628300444106
"144",0.182561439758607
"145",0.0185528499486997
"146",0.234223185617639
"147",5.81543706764511
"148",5.7543505438253
"149",0.13857914260835
"150",6.01614993162445
"151",1.04091436588942
"152",2.37713844121628
"153",1.72962128872638
"154",6.02138591938044
"155",0.201585528605345
"156",0.0818559419185341
"157",0.020018926520375
"158",0.0451167611640534
"159",1.52192710773906
"160",0.260054058547155
"161",0.213104701668508
"162",0.200887396904547
"163",0.398633201155505
"164",6.19068285682389
"165",0.355523568631245
"166",6.26224135615565
"167",5.24995038999894
"168",5.64788545945365
"169",6.22558944186377
"170",6.11563369898813
"171",6.26922267316363
"172",0.128979831722381
"173",0.578227581185721
"174",2.49756615960389
"175",3.48542251623268
"176",2.00712863979348
"177",2.04378055408536
"178",2.5534166956677
"179",0.418355421703041
"180",0.162141087510273
"181",6.2168627956038
"182",0.186924762888593
"183",6.15926693028799
"184",0.104440502439341
"185",0.189717289691784
"186",1.90240888467382
"187",0.891165116068305
"188",6.27096800241563
"189",0.121090943503367
"190",0.218340689424491
"191",6.02487657788443
"192",3.25154839646544
"193",3.12239403181786
"194",4.94102711239595
"195",0.221307749152881
"196",3.45924257745276
"197",3.45924257745276
"198",2.64417381677141
"199",1.52018177848706
"200",3.58839694210034
"201",0.221133216227682
"202",0.407534380340676
"203",1.93033415270573
"204",1.49051118120316
"205",1.42593399887937
"206",6.19417351532787
"207",5.86256095744895
"208",6.19940950308386
"209",6.04058454115238
"210",0.644899158611905
"211",6.10690705272816
"212",6.2186081248558
"213",6.17322956430394
"214",5.71769862953342
"215",5.93586478603271
"216",5.64439480094966
"217",4.56403599396517
"218",6.22733477111577
"219",5.92539281052075
"220",2.59006860995959
"221",1.77849050778222
"222",0.308923277602996
"223",0.321664181142555
"224",0.21851522234969
"225",0.697433569096934
"226",1.64060949687467
"227",0.541052068118242
"228",1.93033415270573
"229",0.34470252726888
"230",6.20115483233585
"231",6.01091394386847
"232",5.80496509213314
"233",5.99869663910451
"234",5.99695130985252
"235",5.89048622548086
"236",3.58141562509236
"237",6.20988147859583
"238",0.573166126354938
"239",0.06770132168486
"240",5.56236432610593
"241",0.508414411105948
"242",0.220609617452083
"243",6.26573201465964
"244",6.09643507721619
"245",0.248360352558793
"246",0.51714105736592
"247",4.63384916404495
"248",2.40855436775218
"249",1.0766936155553
"250",1.2932889757278
"251",2.78380015693096
"252",3.42608132166487
"253",2.91993583858651
"254",5.96728071256861
"255",0.0371231531899194
"256",1.55857902203094
"257",1.71391332545843
"258",1.96698606699761
"259",1.73834793498635
"260",6.1871921983199
"261",6.14879495477602
"262",5.37037810838655
"263",0.302465559370617
"264",1.05348073650378
"265",2.63370184125944
"266",0.23998277214922
"267",0.231430658814448
"268",2.91993583858651
"269",2.3998277214922
"270",1.02922065990106
"271",0.147480321793521
"272",0.0429700061841004
"273",0.477696616270848
"274",0.0932354886415371
"275",0.264417381677141
"276",5.05272818452358
"277",2.46615023306799
"278",0.460417856676104
"279",0.299673032567426
"280",0.512603201310735
"281",5.1714105736592
"282",1.66678943565458
"283",0.401425727958696
"284",0.92031211457661
"285",0.800931593740198
"286",5.80845575063713
"287",0.179245314179818
"288",0.600393262686049
"289",0.381179908635562
"290",0.114737945026107
"291",5.46811654649823
"292",0.369835268497599
"293",0.168075206967054
"294",6.15054028402802
"295",6.18021088131192
"296",5.85907029894496
"297",1.02241387581828
"298",0.60946897479642
"299",5.08763476956347
"300",1.83434104384604
"301",0.112364297243395
"302",5.71420797102943
"303",0.642630230584312
"304",1.15156824046586
"305",0.0410152374218668
"306",0.185703032412197
"307",0.510159740357943
"308",0.162664686285871
"309",0.836187244630483
"310",0.60632738214283
